PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_id
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,12798
Yes,Unknown,Fiber optic,No,Yes,No,No,No,No,12799
Yes,No,Fiber optic,No,No,No,No,No,Yes,12800
Yes,No,Fiber optic,No,No,Yes,No,No,No,12801
Yes,No,Fiber optic,No,No,Unknown,No,No,Yes,12802
Yes,No,Fiber optic,Yes,No,No,No,No,Unknown,12803
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12804
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,12805
Yes,No,Fiber optic,No,No,No,No,Unknown,No,12806
Yes,No,Fiber optic,No,Yes,Unknown,No,No,No,12807
Yes,No,Fiber optic,No,No,Yes,Unknown,No,Unknown,12808
Yes,No,No,No,No,No,No,No,No,12809
Yes,Yes,No,No,No,No,No,No,No,12810
No,No,No,No,No,No,No,No,No,12811
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,12812
Yes,Unknown,Fiber optic,No,No,No,No,No,Yes,12813
Yes,Yes,No,No,No,No,No,No,No,12814
Yes,Yes,DSL,No,No,No,No,No,No,12815
No,No,Fiber optic,No,No,Yes,No,No,No,12816
Yes,Yes,Fiber optic,No,No,No,Yes,Unknown,No,12817
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,12818
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,12819
Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,12820
Yes,Yes,No,No,No,No,No,No,No,12821
Yes,No,Fiber optic,No,No,No,No,No,No,12822
Yes,No,Fiber optic,No,No,Unknown,No,No,No,12823
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,12824
Yes,No,Fiber optic,Yes,No,No,No,No,No,12825
Yes,No,Fiber optic,No,No,No,No,No,No,12826
Yes,Yes,DSL,No,No,No,No,No,No,12827
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,12828
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,12829
Yes,Yes,No,No,No,No,No,No,No,12830
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,12831
Yes,No,DSL,No,Yes,No,No,Yes,No,12832
Yes,No,No,No,No,No,No,No,No,12833
Yes,Yes,No,No,No,No,No,No,No,12834
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,12835
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,12836
No,No,DSL,Yes,No,No,No,No,Yes,12837
Yes,Unknown,Fiber optic,No,No,No,No,Yes,No,12838
Yes,Yes,No,No,No,No,No,No,No,12839
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,12840
Yes,Yes,DSL,No,No,No,No,Yes,Yes,12841
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,12842
Yes,No,Fiber optic,No,No,No,No,No,No,12843
Yes,Yes,Fiber optic,No,No,Unknown,Yes,No,No,12844
Yes,No,No,No,No,No,No,No,No,12845
No,No,No,No,No,No,No,No,No,12846
Yes,Yes,No,No,No,No,No,No,No,12847
Yes,No,Fiber optic,No,No,Yes,No,No,No,12848
Yes,Yes,No,No,No,No,No,No,No,12849
Yes,No,DSL,No,No,No,No,No,Yes,12850
Yes,Yes,Fiber optic,No,No,No,No,No,No,12851
Yes,Yes,No,No,No,No,No,No,No,12852
Yes,No,Fiber optic,No,No,No,No,No,No,12853
Yes,Yes,Fiber optic,Yes,No,No,Yes,Unknown,No,12854
Yes,Yes,Fiber optic,No,No,No,No,No,No,12855
Yes,Yes,DSL,No,No,No,No,No,No,12856
No,No,DSL,No,No,No,No,No,No,12857
Yes,No,Fiber optic,Yes,No,No,No,No,No,12858
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,12859
Yes,No,Fiber optic,No,No,No,No,No,Yes,12860
Yes,Yes,Fiber optic,No,No,No,No,No,No,12861
Yes,Yes,DSL,No,Unknown,No,No,Yes,Unknown,12862
Yes,Yes,Fiber optic,Yes,Yes,No,Unknown,No,Yes,12863
Yes,No,DSL,No,No,Yes,No,Yes,No,12864
Yes,Yes,DSL,No,No,No,Yes,No,No,12865
Yes,Yes,Fiber optic,No,No,No,No,No,No,12866
Yes,Yes,No,No,No,No,No,No,No,12867
Yes,Yes,DSL,No,No,No,No,No,Yes,12868
Yes,No,DSL,Yes,No,Unknown,Yes,No,No,12869
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,12870
Yes,Yes,DSL,No,No,No,No,No,No,12871
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,12872
Yes,Yes,Fiber optic,No,No,No,No,No,No,12873
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12874
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,12875
Yes,Yes,DSL,No,Yes,No,Yes,No,No,12876
Yes,Yes,Fiber optic,Unknown,No,Yes,No,No,No,12877
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,12878
No,No,DSL,No,No,No,No,No,No,12879
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,12880
Yes,Yes,Fiber optic,No,Unknown,No,No,Yes,No,12881
No,No,Fiber optic,Yes,No,Yes,No,No,Yes,12882
Yes,Yes,DSL,No,No,Yes,No,No,Yes,12883
Yes,Yes,No,No,No,No,No,No,No,12884
Yes,No,Fiber optic,No,No,No,No,No,No,12885
Yes,Yes,DSL,No,Yes,Unknown,No,No,No,12886
Yes,Yes,No,No,No,No,No,No,No,12887
Yes,No,Fiber optic,No,No,No,No,No,No,12888
No,No,Fiber optic,No,No,Yes,No,No,Yes,12889
Yes,Yes,DSL,No,No,Unknown,Yes,No,No,12890
No,No,Fiber optic,Yes,No,No,No,No,No,12891
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,12892
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12893
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,12894
Yes,No,DSL,No,No,No,No,No,No,12895
Yes,No,DSL,No,No,Yes,No,No,No,12896
Yes,Yes,DSL,No,Yes,No,No,No,No,12897
Yes,Yes,Fiber optic,No,No,No,No,No,No,12898
No,No,Fiber optic,Yes,No,Yes,Yes,No,No,12899
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,12900
Yes,No,Fiber optic,No,No,No,No,No,No,12901
Yes,Yes,DSL,No,No,No,No,No,No,12902
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,12903
No,No,Fiber optic,Yes,No,Yes,No,Yes,No,12904
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,12905
Yes,No,Fiber optic,Yes,No,No,No,Unknown,Yes,12906
Yes,No,Fiber optic,No,No,No,No,No,Yes,12907
Yes,No,Fiber optic,No,No,No,No,Yes,No,12908
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,12909
No,No,No,No,No,No,No,No,No,12910
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,12911
Yes,No,DSL,No,Yes,No,No,No,No,12912
Yes,No,No,No,No,No,No,No,No,12913
No,No,Fiber optic,No,Yes,No,No,No,Yes,12914
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,12915
Yes,No,Fiber optic,No,No,No,No,No,Yes,12916
Yes,Yes,DSL,Yes,No,No,No,Yes,No,12917
Yes,No,DSL,No,No,No,No,Yes,No,12918
Yes,Yes,DSL,Yes,No,No,No,No,Yes,12919
Yes,Yes,Fiber optic,No,No,No,No,No,No,12920
Yes,No,DSL,No,No,Unknown,No,Unknown,No,12921
Yes,Yes,No,No,No,No,No,No,No,12922
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,12923
Yes,No,Fiber optic,No,No,No,No,Yes,No,12924
Yes,Yes,DSL,No,No,No,No,No,No,12925
No,No,Fiber optic,No,Yes,No,Yes,No,No,12926
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,12927
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,12928
Yes,No,DSL,No,No,No,No,No,Yes,12929
Yes,Yes,No,No,No,No,No,No,No,12930
No,No,DSL,No,No,Yes,No,No,No,12931
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,12932
Yes,Yes,Fiber optic,No,No,No,No,No,No,12933
Yes,No,Fiber optic,No,No,No,No,No,No,12934
Yes,No,Fiber optic,Yes,Yes,No,No,No,No,12935
Yes,No,Fiber optic,No,No,No,No,No,No,12936
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,12937
Yes,Yes,Fiber optic,No,No,No,No,Unknown,Yes,12938
Yes,Yes,No,No,No,No,No,No,No,12939
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,12940
Yes,No,DSL,No,No,No,Unknown,No,Yes,12941
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,12942
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12943
Yes,No,No,No,No,No,No,No,No,12944
Yes,Yes,No,No,No,No,No,No,No,12945
Yes,No,Fiber optic,No,No,No,No,No,No,12946
No,No,Fiber optic,No,No,No,No,No,Unknown,12947
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,12948
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,12949
Yes,Yes,DSL,No,No,No,Yes,No,No,12950
Yes,Yes,DSL,No,No,No,No,No,No,12951
No,No,No,No,No,No,No,No,No,12952
Yes,Yes,No,No,No,No,No,No,No,12953
Yes,No,DSL,No,No,Yes,Yes,No,No,12954
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,12955
Yes,Yes,Fiber optic,No,No,No,No,No,No,12956
Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,12957
Yes,Yes,DSL,No,No,Yes,No,No,Yes,12958
Yes,No,No,No,No,No,No,No,No,12959
Yes,Yes,DSL,No,No,No,Unknown,Yes,Yes,12960
No,No,Fiber optic,Yes,No,No,No,Yes,No,12961
Yes,No,DSL,No,No,No,No,No,No,12962
Yes,No,No,No,No,No,No,No,No,12963
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Unknown,12964
No,No,DSL,No,No,Yes,No,No,No,12965
No,No,No,No,No,No,No,No,No,12966
Yes,No,DSL,Yes,Yes,Unknown,Yes,No,No,12967
Yes,Yes,DSL,No,Yes,No,No,No,No,12968
Yes,Yes,No,No,No,No,No,No,No,12969
Yes,No,Fiber optic,No,No,Unknown,Yes,No,No,12970
Yes,Yes,Fiber optic,No,No,No,No,No,No,12971
Yes,Yes,DSL,No,No,No,No,No,No,12972
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Unknown,12973
No,No,Fiber optic,Yes,No,Yes,No,No,Yes,12974
No,No,No,No,No,No,No,No,No,12975
Yes,No,DSL,No,No,No,No,Yes,No,12976
Yes,Yes,No,No,No,No,No,No,No,12977
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,12978
Yes,No,Fiber optic,Unknown,No,Yes,No,No,No,12979
Yes,No,Fiber optic,No,No,No,Yes,No,No,12980
Yes,Yes,No,No,No,No,No,No,No,12981
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,12982
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,12983
Yes,No,DSL,No,No,No,No,No,No,12984
Yes,Unknown,Fiber optic,Yes,No,Yes,Unknown,No,No,12985
Yes,Unknown,No,No,No,No,No,No,No,12986
No,No,Fiber optic,No,No,No,Yes,Unknown,Yes,12987
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,12988
Yes,No,Fiber optic,No,Yes,No,No,Yes,Unknown,12989
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,12990
No,No,DSL,No,Yes,No,No,Yes,Yes,12991
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,12992
Yes,Yes,Fiber optic,Yes,No,No,Unknown,Unknown,No,12993
Yes,No,No,No,No,No,No,No,No,12994
Yes,No,Fiber optic,Yes,Yes,No,Yes,Unknown,Unknown,12995
Yes,Yes,Fiber optic,Unknown,No,No,No,Yes,No,12996
Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Unknown,12997
Yes,Yes,DSL,No,No,Yes,No,No,No,12998
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,12999
Yes,No,Fiber optic,No,No,No,No,Yes,No,13000
Yes,No,No,No,No,No,No,No,No,13001
Yes,Yes,DSL,No,No,Unknown,Yes,No,No,13002
Yes,No,Fiber optic,No,No,No,No,No,Unknown,13003
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13004
Yes,Yes,DSL,Yes,No,No,No,Unknown,No,13005
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Unknown,13006
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,13007
Yes,Yes,No,No,No,No,No,No,No,13008
No,No,DSL,Yes,No,Yes,No,No,No,13009
Yes,Unknown,No,No,No,No,No,No,No,13010
Yes,Yes,DSL,No,No,Yes,No,No,Yes,13011
No,No,Fiber optic,No,No,Yes,Yes,No,No,13012
Yes,Yes,No,No,No,No,No,No,No,13013
Yes,Yes,DSL,No,Yes,No,Unknown,No,Unknown,13014
Yes,Yes,No,No,No,No,No,No,No,13015
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,13016
No,No,Fiber optic,No,No,No,No,No,Yes,13017
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,13018
Yes,No,DSL,Yes,No,No,Yes,No,Yes,13019
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,13020
Yes,No,Fiber optic,No,Yes,No,No,No,No,13021
Yes,No,DSL,Yes,No,Yes,Unknown,Yes,No,13022
Yes,No,DSL,Yes,No,No,Unknown,No,Unknown,13023
Yes,No,Fiber optic,No,No,No,No,Yes,No,13024
Yes,No,DSL,No,No,Yes,No,Yes,No,13025
Yes,No,Fiber optic,Unknown,No,No,No,No,No,13026
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13027
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,13028
Yes,Yes,No,No,No,No,No,No,No,13029
Yes,Yes,Fiber optic,No,Unknown,No,No,No,Yes,13030
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,13031
Yes,No,No,No,No,No,No,No,No,13032
Yes,No,Fiber optic,No,Unknown,Yes,No,No,No,13033
No,No,DSL,Yes,No,No,No,No,No,13034
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,13035
Yes,Yes,No,No,No,No,No,No,No,13036
Yes,No,No,No,No,No,No,No,No,13037
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,13038
Yes,No,DSL,No,No,No,No,No,No,13039
Yes,Yes,Fiber optic,No,No,No,No,No,No,13040
Yes,No,No,No,No,No,No,No,No,13041
No,No,DSL,Yes,No,No,No,Yes,No,13042
Yes,No,Fiber optic,No,Yes,No,Unknown,No,Yes,13043
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,13044
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,Yes,13045
No,No,Fiber optic,Unknown,Yes,No,No,No,No,13046
Yes,Yes,DSL,No,Yes,No,No,No,No,13047
Yes,No,No,No,No,No,No,No,No,13048
Yes,No,Fiber optic,No,No,No,No,No,Yes,13049
Yes,Yes,No,No,No,No,No,No,No,13050
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,13051
Yes,No,Fiber optic,No,Yes,No,No,No,No,13052
Yes,Yes,Fiber optic,No,No,No,No,No,No,13053
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,13054
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13055
No,No,Fiber optic,Unknown,No,Unknown,Yes,No,Unknown,13056
Yes,Yes,Fiber optic,No,No,No,No,No,No,13057
Yes,Yes,No,No,No,No,No,No,No,13058
No,No,Fiber optic,No,No,No,No,No,No,13059
Yes,No,Fiber optic,No,Unknown,No,No,No,No,13060
Yes,Yes,DSL,Yes,No,No,No,No,No,13061
Yes,No,No,No,No,No,No,No,No,13062
Yes,Yes,Fiber optic,Yes,Unknown,No,No,No,Yes,13063
Yes,Yes,DSL,No,No,No,No,No,No,13064
Yes,Yes,No,No,No,No,No,No,No,13065
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,13066
Yes,Yes,DSL,No,No,No,No,No,No,13067
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,13068
Yes,No,Fiber optic,No,No,No,Yes,No,No,13069
Yes,Yes,Fiber optic,No,No,No,No,No,No,13070
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,13071
Yes,No,Fiber optic,No,No,No,No,No,No,13072
Yes,No,DSL,No,Unknown,No,No,Yes,Yes,13073
Yes,No,Fiber optic,No,No,Yes,No,Unknown,Yes,13074
Yes,Yes,No,No,No,No,No,No,No,13075
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,13076
Yes,Yes,DSL,No,No,No,No,Yes,No,13077
Yes,Yes,DSL,No,No,No,No,Yes,Yes,13078
Yes,Yes,DSL,Unknown,Unknown,No,No,Yes,No,13079
Yes,Yes,DSL,Unknown,No,No,No,No,No,13080
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,13081
Yes,No,No,No,No,No,No,No,No,13082
Yes,Yes,DSL,No,No,No,No,No,Yes,13083
Yes,No,Fiber optic,No,No,No,Yes,No,No,13084
No,No,Fiber optic,No,Yes,No,Yes,Yes,No,13085
Yes,Yes,DSL,Yes,No,No,No,No,Yes,13086
Yes,No,Fiber optic,Unknown,Yes,Yes,No,No,No,13087
Yes,No,Fiber optic,No,No,No,No,No,No,13088
No,No,Fiber optic,No,No,No,No,No,No,13089
Yes,No,No,No,No,No,No,No,No,13090
Yes,No,No,No,No,No,No,No,No,13091
Yes,No,Fiber optic,No,No,No,No,No,No,13092
Yes,Yes,DSL,No,No,No,No,Yes,Unknown,13093
Yes,Yes,DSL,No,Yes,No,No,No,No,13094
Yes,No,Fiber optic,Unknown,Yes,No,No,No,No,13095
Yes,No,No,No,No,No,No,No,No,13096
Yes,No,DSL,No,No,No,Yes,No,Yes,13097
No,No,Fiber optic,No,No,No,No,No,Yes,13098
Yes,Yes,Fiber optic,No,No,Yes,No,No,Unknown,13099
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,13100
Yes,No,Fiber optic,No,No,No,No,No,No,13101
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,13102
Yes,Yes,DSL,No,No,No,No,No,No,13103
Yes,No,Fiber optic,No,Yes,No,No,No,No,13104
Yes,No,DSL,No,Unknown,No,No,No,Yes,13105
Yes,Yes,DSL,No,No,No,Yes,No,No,13106
Yes,Yes,DSL,No,Yes,No,Unknown,No,No,13107
Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,13108
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,13109
Yes,Yes,No,No,No,No,No,No,No,13110
Yes,No,Fiber optic,No,No,Yes,No,No,No,13111
Yes,No,Fiber optic,No,No,No,No,No,No,13112
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,13113
Yes,No,Fiber optic,No,Unknown,No,No,No,No,13114
No,No,No,No,No,No,No,No,No,13115
Yes,Yes,No,No,No,No,No,No,No,13116
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,13117
Yes,No,Fiber optic,No,No,No,No,No,No,13118
Yes,Yes,No,No,No,No,No,No,No,13119
Yes,Yes,Fiber optic,No,No,No,No,No,No,13120
Yes,No,Fiber optic,No,No,No,No,No,No,13121
Yes,No,No,No,No,No,No,No,No,13122
Yes,Yes,Fiber optic,No,Unknown,No,No,No,No,13123
Yes,No,No,No,No,No,No,No,No,13124
Yes,Yes,Fiber optic,Yes,Yes,No,No,Unknown,No,13125
No,No,Fiber optic,No,No,Yes,Yes,No,No,13126
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,13127
Yes,Yes,No,No,No,No,No,No,No,13128
Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,13129
Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,13130
Yes,No,Fiber optic,No,No,No,Yes,Unknown,No,13131
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,13132
Yes,No,No,No,No,No,No,No,No,13133
Yes,Yes,DSL,Yes,No,No,No,Yes,No,13134
Yes,No,DSL,Yes,No,No,Unknown,No,No,13135
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,13136
No,No,DSL,No,No,Yes,Yes,No,No,13137
Yes,No,DSL,No,No,Unknown,Yes,Yes,No,13138
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,13139
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,13140
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,13141
Yes,Unknown,No,No,No,No,No,No,No,13142
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,13143
No,No,Fiber optic,Yes,No,No,No,No,No,13144
Yes,No,Fiber optic,No,No,No,No,No,Yes,13145
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,13146
Yes,No,Fiber optic,No,No,Yes,No,No,No,13147
Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,13148
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,13149
No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,13150
Yes,Yes,No,No,No,No,No,No,No,13151
Yes,No,Fiber optic,No,No,No,No,Yes,No,13152
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,13153
Yes,Yes,No,No,No,No,No,No,No,13154
Yes,No,DSL,No,No,No,No,No,No,13155
Yes,No,Fiber optic,No,No,No,Unknown,No,Yes,13156
Yes,Yes,No,No,No,No,No,No,No,13157
Yes,No,Fiber optic,Yes,Yes,No,No,Unknown,No,13158
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,13159
Yes,Yes,No,No,No,No,No,No,No,13160
Yes,Yes,DSL,Unknown,No,Yes,No,No,Yes,13161
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,13162
Yes,No,Fiber optic,No,No,Unknown,No,No,No,13163
Yes,No,Fiber optic,No,Yes,Unknown,No,No,No,13164
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,13165
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,13166
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,13167
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13168
Yes,No,No,No,No,No,No,No,No,13169
Yes,No,Fiber optic,Yes,No,Unknown,No,No,No,13170
Yes,No,Fiber optic,No,No,No,No,No,No,13171
Yes,Yes,Fiber optic,No,No,No,No,No,No,13172
Yes,Yes,DSL,No,No,No,No,No,Yes,13173
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,13174
Yes,Yes,No,No,No,No,No,No,No,13175
Yes,No,Fiber optic,No,Yes,No,No,No,No,13176
Yes,Yes,DSL,No,No,No,Yes,No,No,13177
Yes,No,Fiber optic,Yes,No,No,No,No,No,13178
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,13179
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,13180
Yes,Unknown,DSL,No,Yes,No,No,No,No,13181
Yes,Yes,Fiber optic,Unknown,Yes,No,No,Yes,No,13182
Yes,Yes,DSL,Yes,Yes,No,No,No,No,13183
Yes,Yes,No,No,No,No,No,No,No,13184
Yes,No,Fiber optic,No,Unknown,No,No,No,Yes,13185
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,13186
Yes,No,Fiber optic,No,No,No,No,No,No,13187
Yes,No,Fiber optic,No,No,No,No,No,No,13188
Yes,No,Fiber optic,No,No,Yes,No,No,No,13189
No,No,Fiber optic,Unknown,No,No,No,No,No,13190
Yes,Yes,No,No,No,No,No,No,No,13191
Yes,Yes,DSL,Yes,No,No,No,No,No,13192
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,13193
Yes,Yes,Fiber optic,No,No,No,Unknown,No,No,13194
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13195
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,13196
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,13197
Yes,Unknown,Fiber optic,No,No,No,No,Yes,No,13198
Yes,Yes,DSL,No,Unknown,No,No,No,No,13199
Yes,Yes,No,No,No,No,No,No,No,13200
No,No,No,No,No,No,No,No,No,13201
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,13202
Yes,No,DSL,No,No,No,No,No,No,13203
Yes,No,No,No,No,No,No,No,No,13204
No,No,DSL,No,No,No,No,No,No,13205
Yes,Yes,No,No,No,No,No,No,No,13206
Yes,Yes,Fiber optic,No,No,No,No,No,No,13207
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,13208
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,13209
Yes,No,Fiber optic,No,Yes,Unknown,No,No,No,13210
Yes,Yes,Fiber optic,No,No,No,No,No,No,13211
Yes,No,Fiber optic,No,No,No,No,No,No,13212
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,13213
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,13214
Yes,Yes,No,No,No,No,No,No,No,13215
Yes,No,No,No,No,No,No,No,No,13216
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,13217
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,13218
Yes,No,Fiber optic,No,No,Yes,No,No,No,13219
Yes,No,Fiber optic,No,Yes,No,No,No,No,13220
Yes,No,No,No,No,No,No,No,No,13221
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,13222
Yes,Yes,DSL,Yes,No,No,No,No,No,13223
No,No,DSL,No,No,No,Yes,Yes,No,13224
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,13225
Yes,Yes,No,No,No,No,No,No,No,13226
Yes,Yes,No,No,No,No,No,No,No,13227
Yes,No,No,No,No,No,No,No,No,13228
Yes,No,DSL,No,Yes,Yes,No,No,No,13229
Yes,Yes,No,No,No,No,No,No,No,13230
Yes,No,Fiber optic,No,No,No,No,No,Yes,13231
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,13232
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,13233
Yes,No,Fiber optic,No,No,No,No,No,Yes,13234
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,13235
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,13236
Yes,Yes,No,No,No,No,No,No,No,13237
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,13238
Yes,No,DSL,No,No,No,No,Yes,No,13239
Yes,Yes,Fiber optic,No,Unknown,No,No,Yes,No,13240
Yes,No,No,No,No,No,No,No,No,13241
Yes,Yes,No,No,No,No,No,No,No,13242
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,13243
No,No,DSL,No,No,No,No,No,No,13244
Yes,Yes,No,No,No,No,No,No,No,13245
Yes,No,No,No,No,No,No,No,No,13246
Yes,Yes,No,No,No,No,No,No,No,13247
Yes,No,Fiber optic,No,No,No,No,No,No,13248
Yes,Yes,No,No,No,No,No,No,No,13249
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,13250
Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,13251
Yes,No,Fiber optic,No,Yes,No,Unknown,No,Yes,13252
Yes,Yes,No,No,No,No,No,No,No,13253
Yes,Yes,Fiber optic,Yes,Unknown,Yes,No,No,Yes,13254
Yes,No,DSL,No,Yes,No,Yes,Yes,No,13255
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,13256
Yes,Yes,DSL,No,No,No,Yes,No,No,13257
Yes,No,Fiber optic,No,No,No,No,No,No,13258
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,13259
Yes,Yes,No,No,No,No,No,No,No,13260
Yes,Yes,Fiber optic,No,No,No,No,No,No,13261
Yes,Yes,No,No,No,No,No,No,No,13262
