Contract,PaperlessBilling,PaymentMethod,contract_id
One Year,Yes,Mailed check,3399
Monthly,Yes,Bank transfer (automatic),3400
One Year,Yes,Electronic check,3401
One Year,Yes,Mailed check,3402
Monthly,No,Unknown,3403
Monthly,No,Electronic check,3404
Monthly,No,Credit card (automatic),3405
One Year,Yes,Credit card (automatic),3406
Monthly,No,Electronic check,3407
Monthly,Yes,Mailed check,3408
Monthly,Yes,Bank transfer (automatic),3409
Two year,No,Electronic check,3410
Monthly,Yes,Credit card (automatic),3411
Monthly,No,Credit card (automatic),3412
One Year,No,Credit card (automatic),3413
One Year,No,Electronic check,3414
One Year,No,Mailed check,3415
Monthly,No,Credit card (automatic),3416
Two year,No,Electronic check,3417
Monthly,Yes,Bank transfer (automatic),3418
One Year,No,Bank transfer (automatic),3419
One Year,Yes,Credit card (automatic),3420
Monthly,Yes,Electronic check,3421
One Year,Yes,Mailed check,3422
Monthly,Yes,Bank transfer (automatic),3423
Monthly,Yes,Bank transfer (automatic),3424
Monthly,Yes,Credit card (automatic),3425
Two year,Yes,Electronic check,3426
Two year,Yes,Bank transfer (automatic),3427
Monthly,Yes,Electronic check,3428
One Year,Yes,Electronic check,3429
One Year,No,Electronic check,3430
Monthly,Yes,Mailed check,3431
Monthly,No,Bank transfer (automatic),3432
Monthly,Yes,Credit card (automatic),3433
Monthly,No,Electronic check,3434
Monthly,Yes,Bank transfer (automatic),3435
Monthly,Yes,Mailed check,3436
One Year,No,Mailed check,3437
One Year,Yes,Electronic check,3438
Two year,No,Mailed check,3439
Two year,Yes,Electronic check,3440
Monthly,Yes,Bank transfer (automatic),3441
One Year,No,Mailed check,3442
Monthly,No,Electronic check,3443
Monthly,Yes,Bank transfer (automatic),3444
Monthly,Yes,Bank transfer (automatic),3445
One Year,No,Credit card (automatic),3446
One Year,Yes,BANK TRANSFER,3447
Monthly,Yes,Bank transfer (automatic),3448
Monthly,No,Credit card (automatic),3449
Monthly,Yes,Unknown,3450
Monthly,No,Electronic check,3451
Monthly,Yes,Electronic check,3452
Monthly,No,Electronic check,3453
Monthly,No,Electronic check,3454
Monthly,Yes,Electronic check,3455
Monthly,Yes,Credit card (automatic),3456
Two year,Yes,Mailed check,3457
Monthly,No,Credit card (automatic),3458
One Year,No,Unknown,3459
Monthly,Yes,Mailed check,3460
One Year,No,Electronic check,3461
Two year,No,Electronic check,3462
One Year,Yes,Bank transfer (automatic),3463
Two year,No,Electronic check,3464
One Year,No,Electronic check,3465
Monthly,No,Electronic check,3466
One Year,Yes,Credit card (automatic),3467
Monthly,Yes,Electronic check,3468
Monthly,No,Mailed check,3469
Two year,No,Mailed check,3470
Two year,No,Bank transfer (automatic),3471
Monthly,No,Bank transfer (automatic),3472
Monthly,Yes,Electronic check,3473
Two year,No,Bank transfer (automatic),3474
Two year,No,Credit card (automatic),3475
Two year,Yes,Unknown,3476
Monthly,No,Mailed check,3477
Monthly,No,Credit card (automatic),3478
One Year,Yes,Electronic check,3479
Monthly,Yes,Unknown,3480
Monthly,Yes,Electronic check,3481
Two year,No,Bank transfer (automatic),3482
Two year,Yes,Bank transfer (automatic),3483
Monthly,Yes,Bank transfer (automatic),3484
Monthly,No,Electronic check,3485
Monthly,No,Credit card (automatic),3486
Monthly,No,Electronic check,3487
Monthly,Yes,Electronic check,3488
Monthly,Yes,Credit card (automatic),3489
Monthly,No,Electronic check,3490
One Year,No,Bank transfer (automatic),3491
Monthly,No,Mailed check,3492
Two year,No,Mailed check,3493
One Year,Yes,Electronic check,3494
Monthly,Yes,Bank transfer (automatic),3495
Monthly,No,Electronic check,3496
Two year,Yes,Mailed check,3497
Monthly,Yes,Mailed check,3498
Two year,Yes,Electronic check,3499
Monthly,Yes,Bank transfer (automatic),3500
Two year,No,Electronic check,3501
Two year,Yes,Electronic check,3502
Two year,Yes,Electronic check,3503
One Year,No,Bank transfer (automatic),3504
Monthly,Yes,Unknown,3505
Monthly,No,Mailed check,3506
Monthly,No,Electronic check,3507
One Year,No,Bank transfer (automatic),3508
Monthly,No,Electronic check,3509
Monthly,Yes,Electronic check,3510
Monthly,Yes,Credit card (automatic),3511
Monthly,Yes,Electronic check,3512
One Year,Yes,Mailed check,3513
Two year,No,Unknown,3514
Two year,Yes,Mailed check,3515
Monthly,Yes,Bank transfer (automatic),3516
One Year,No,Bank transfer (automatic),3517
Monthly,No,Unknown,3518
Monthly,Yes,Mailed check,3519
Two year,Yes,Bank transfer (automatic),3520
Monthly,Yes,Credit card (automatic),3521
Monthly,Yes,Credit card (automatic),3522
Monthly,Yes,Bank transfer (automatic),3523
Monthly,Yes,Bank transfer (automatic),3524
One Year,Yes,Electronic check,3525
Monthly,Yes,Bank transfer (automatic),3526
Monthly,Yes,Electronic check,3527
Monthly,No,Bank transfer (automatic),3528
Two year,No,Credit card (automatic),3529
Monthly,Yes,Electronic check,3530
One Year,No,Electronic check,3531
Monthly,Yes,Electronic check,3532
Monthly,Yes,Bank transfer (automatic),3533
Monthly,Yes,Electronic check,3534
One Year,Yes,Electronic check,3535
Monthly,Yes,Credit card (automatic),3536
One Year,No,Mailed check,3537
One Year,No,Credit card (automatic),3538
One Year,No,Electronic check,3539
One Year,No,Bank transfer (automatic),3540
Monthly,No,Mailed check,3541
Monthly,No,Electronic check,3542
Two year,No,Credit card (automatic),3543
One Year,No,Electronic check,3544
Monthly,No,Unknown,3545
Two year,No,Mailed check,3546
Monthly,Yes,Mailed check,3547
Monthly,Yes,Mailed check,3548
Monthly,Yes,Credit card (automatic),3549
One Year,No,Mailed check,3550
Two year,Yes,Bank transfer (automatic),3551
Two year,Yes,Mailed check,3552
Two year,Yes,Mailed check,3553
Two year,No,Mailed check,3554
Two year,No,Bank transfer (automatic),3555
One Year,Yes,Electronic check,3556
One Year,Yes,Electronic check,3557
One Year,No,Bank transfer (automatic),3558
One Year,No,Bank transfer (automatic),3559
Monthly,Yes,Electronic check,3560
Monthly,No,Mailed check,3561
Monthly,Yes,Electronic check,3562
Two year,Yes,Mailed check,3563
Monthly,Yes,Electronic check,3564
Monthly,Yes,Electronic check,3565
Two year,Yes,Electronic check,3566
Monthly,Yes,Credit card (automatic),3567
Two year,Yes,Electronic check,3568
Monthly,No,Mailed check,3569
Monthly,Yes,Electronic check,3570
Monthly,No,Electronic check,3571
Two year,Yes,Electronic check,3572
Monthly,No,Mailed check,3573
Two year,No,Electronic check,3574
Monthly,Yes,BANK TRANSFER,3575
Monthly,No,Bank transfer (automatic),3576
Two year,No,Mailed check,3577
Monthly,Yes,Mailed check,3578
Monthly,Yes,Credit card (automatic),3579
Monthly,Yes,Electronic check,3580
Monthly,Yes,Mailed check,3581
Monthly,No,Electronic check,3582
Two year,Yes,Mailed check,3583
One Year,Yes,Electronic check,3584
Monthly,Yes,Credit card (automatic),3585
Monthly,Yes,Electronic check,3586
Monthly,Yes,Electronic check,3587
Monthly,No,Mailed check,3588
Monthly,No,Electronic check,3589
Two year,Yes,Mailed check,3590
Monthly,Yes,Unknown,3591
Monthly,Yes,Electronic check,3592
Monthly,Yes,Credit card (automatic),3593
Two year,Yes,Bank transfer (automatic),3594
Monthly,No,Electronic check,3595
Two year,Yes,Mailed check,3596
Monthly,Yes,Electronic check,3597
Monthly,Yes,Credit card (automatic),3598
One Year,No,Credit card (automatic),3599
Monthly,No,Electronic check,3600
Monthly,Yes,Electronic check,3601
Monthly,Yes,Mailed check,3602
Monthly,Yes,Electronic check,3603
Monthly,Yes,Electronic check,3604
Monthly,No,Bank transfer (automatic),3605
Monthly,Yes,Electronic check,3606
Monthly,Yes,Credit card (automatic),3607
Monthly,No,Mailed check,3608
Two year,Yes,Credit card (automatic),3609
Monthly,No,Electronic check,3610
One Year,No,Mailed check,3611
Monthly,Yes,Bank transfer (automatic),3612
Two year,Yes,Bank transfer (automatic),3613
One Year,No,Bank transfer (automatic),3614
Two year,No,Credit card (automatic),3615
One Year,Yes,Bank transfer (automatic),3616
Monthly,No,Electronic check,3617
Two year,Yes,Bank transfer (automatic),3618
Two year,No,Bank transfer (automatic),3619
Monthly,No,Electronic check,3620
Monthly,No,Credit card (automatic),3621
Monthly,Yes,Unknown,3622
One Year,Yes,Mailed check,3623
One Year,Yes,Mailed check,3624
One Year,Yes,Bank transfer (automatic),3625
Two year,Yes,Electronic check,3626
Monthly,Yes,Electronic check,3627
Monthly,Yes,Mailed check,3628
One Year,No,Bank transfer (automatic),3629
Monthly,Yes,Electronic check,3630
Monthly,Yes,Electronic check,3631
Two year,Yes,Bank transfer (automatic),3632
One Year,No,Electronic check,3633
Monthly,No,Bank transfer (automatic),3634
One Year,No,Electronic check,3635
Monthly,Yes,Electronic check,3636
Monthly,Yes,Mailed check,3637
Two year,Yes,Electronic check,3638
Monthly,No,Credit card (automatic),3639
Monthly,Yes,Bank transfer (automatic),3640
Monthly,Yes,Bank transfer (automatic),3641
Two year,No,Electronic check,3642
Two year,No,Electronic check,3643
One Year,Yes,Bank transfer (automatic),3644
Monthly,No,Credit card (automatic),3645
One Year,Yes,Electronic check,3646
Monthly,No,Bank transfer (automatic),3647
Two year,Yes,Unknown,3648
Two year,Yes,Mailed check,3649
Monthly,Yes,Bank transfer (automatic),3650
Monthly,Yes,Bank transfer (automatic),3651
Monthly,No,Bank transfer (automatic),3652
Two year,Yes,Electronic check,3653
One Year,Yes,Bank transfer (automatic),3654
Two year,Yes,Electronic check,3655
Monthly,No,Electronic check,3656
Monthly,No,Credit card (automatic),3657
One Year,Yes,Electronic check,3658
Two year,Yes,Electronic check,3659
Two year,No,Bank transfer (automatic),3660
Monthly,No,Electronic check,3661
One Year,Yes,Credit card (automatic),3662
Two year,Yes,Bank transfer (automatic),3663
Monthly,Yes,Mailed check,3664
Monthly,No,Electronic check,3665
One Year,No,Credit card (automatic),3666
Two year,No,Unknown,3667
Monthly,Yes,Bank transfer (automatic),3668
Monthly,Yes,Mailed check,3669
Monthly,No,Credit card (automatic),3670
Monthly,Yes,Bank transfer (automatic),3671
Monthly,No,Bank transfer (automatic),3672
One Year,Yes,Electronic check,3673
One Year,Yes,Bank transfer (automatic),3674
Monthly,Yes,Electronic check,3675
One Year,No,Mailed check,3676
Monthly,Yes,Electronic check,3677
Monthly,Yes,Bank transfer (automatic),3678
Two year,No,Unknown,3679
Monthly,No,Electronic check,3680
Monthly,No,Credit card (automatic),3681
Monthly,Yes,Mailed check,3682
Monthly,Yes,Credit card (automatic),3683
Monthly,Yes,Mailed check,3684
Monthly,Yes,Unknown,3685
Monthly,No,Electronic check,3686
Monthly,Yes,Mailed check,3687
Monthly,Yes,Mailed check,3688
Two year,Yes,Electronic check,3689
Two year,Yes,Electronic check,3690
Monthly,Yes,Bank transfer (automatic),3691
Two year,No,Electronic check,3692
One Year,No,BANK TRANSFER,3693
One Year,No,Electronic check,3694
Monthly,Yes,Mailed check,3695
Two year,Yes,Unknown,3696
Monthly,Yes,Credit card (automatic),3697
Monthly,Yes,Electronic check,3698
Monthly,Yes,Electronic check,3699
Monthly,Yes,Mailed check,3700
One Year,No,Electronic check,3701
Monthly,Yes,Mailed check,3702
One Year,Yes,Mailed check,3703
Two year,Yes,Bank transfer (automatic),3704
Monthly,Yes,Electronic check,3705
One Year,Yes,Bank transfer (automatic),3706
Two year,No,Electronic check,3707
Two year,Yes,Electronic check,3708
One Year,Yes,Electronic check,3709
Two year,No,Bank transfer (automatic),3710
Two year,No,Electronic check,3711
One Year,Yes,Electronic check,3712
Two year,No,Mailed check,3713
One Year,Yes,Mailed check,3714
Monthly,Yes,Electronic check,3715
Monthly,Yes,Bank transfer (automatic),3716
One Year,Yes,Mailed check,3717
Monthly,No,Electronic check,3718
One Year,Yes,Electronic check,3719
Monthly,No,Electronic check,3720
One Year,Yes,Mailed check,3721
Monthly,No,Bank transfer (automatic),3722
Monthly,No,Credit card (automatic),3723
One Year,Yes,Bank transfer (automatic),3724
Monthly,Yes,Unknown,3725
Monthly,Yes,Credit card (automatic),3726
One Year,Yes,Electronic check,3727
Monthly,Yes,Electronic check,3728
Monthly,No,Mailed check,3729
Monthly,Yes,Mailed check,3730
Monthly,No,Bank transfer (automatic),3731
Monthly,No,Credit card (automatic),3732
Monthly,Yes,Electronic check,3733
Monthly,Yes,Electronic check,3734
One Year,No,Mailed check,3735
Monthly,Yes,Credit card (automatic),3736
Monthly,No,Mailed check,3737
Monthly,No,Mailed check,3738
Two year,Yes,Bank transfer (automatic),3739
Two year,No,Bank transfer (automatic),3740
Monthly,Yes,Mailed check,3741
Monthly,Yes,Mailed check,3742
Monthly,No,Credit card (automatic),3743
One Year,Yes,Electronic check,3744
Two year,No,Mailed check,3745
Monthly,Yes,Bank transfer (automatic),3746
Monthly,Yes,Electronic check,3747
Monthly,Yes,Electronic check,3748
Two year,Yes,Credit card (automatic),3749
Monthly,Yes,Electronic check,3750
Monthly,Yes,Bank transfer (automatic),3751
Two year,Yes,Mailed check,3752
Monthly,No,Electronic check,3753
Two year,Yes,Credit card (automatic),3754
Monthly,Yes,Electronic check,3755
One Year,Yes,Bank transfer (automatic),3756
Monthly,Yes,Mailed check,3757
Monthly,No,Electronic check,3758
Monthly,Yes,Electronic check,3759
Monthly,Yes,Bank transfer (automatic),3760
Monthly,No,Credit card (automatic),3761
One Year,Yes,Bank transfer (automatic),3762
Monthly,Yes,Electronic check,3763
Monthly,No,Mailed check,3764
Monthly,No,Electronic check,3765
Monthly,Yes,Electronic check,3766
Monthly,No,Electronic check,3767
Monthly,Yes,Credit card (automatic),3768
Monthly,No,Electronic check,3769
Monthly,No,Mailed check,3770
Two year,Yes,Electronic check,3771
One Year,No,Mailed check,3772
Monthly,Yes,Mailed check,3773
One Year,Yes,Electronic check,3774
Two year,No,Bank transfer (automatic),3775
Two year,Yes,Mailed check,3776
Monthly,No,Electronic check,3777
Monthly,Yes,Bank transfer (automatic),3778
Monthly,No,Electronic check,3779
Monthly,Yes,Mailed check,3780
Monthly,No,Electronic check,3781
Monthly,No,Electronic check,3782
Monthly,No,Electronic check,3783
Monthly,No,Bank transfer (automatic),3784
Monthly,Yes,Credit card (automatic),3785
Monthly,Yes,Electronic check,3786
Monthly,No,Credit card (automatic),3787
Monthly,No,Credit card (automatic),3788
Monthly,Yes,Electronic check,3789
Two year,No,Electronic check,3790
Monthly,No,Credit card (automatic),3791
Monthly,Yes,Unknown,3792
Two year,Yes,Mailed check,3793
Two year,No,Credit card (automatic),3794
Monthly,Yes,Mailed check,3795
Monthly,No,Bank transfer (automatic),3796
Monthly,No,Electronic check,3797
Monthly,No,Credit card (automatic),3798
One Year,Yes,Bank transfer (automatic),3799
Monthly,Yes,Credit card (automatic),3800
One Year,No,Electronic check,3801
Monthly,Yes,Credit card (automatic),3802
One Year,No,Electronic check,3803
One Year,Yes,Mailed check,3804
Monthly,No,Electronic check,3805
Two year,Yes,Electronic check,3806
Two year,Yes,Mailed check,3807
Monthly,Yes,Electronic check,3808
Monthly,Yes,Credit card (automatic),3809
One Year,Yes,Mailed check,3810
Two year,No,Credit card (automatic),3811
Monthly,No,Electronic check,3812
Monthly,No,Mailed check,3813
One Year,No,Bank transfer (automatic),3814
Monthly,Yes,Mailed check,3815
Monthly,No,Electronic check,3816
One Year,Yes,Credit card (automatic),3817
One Year,Yes,Mailed check,3818
Monthly,Yes,Credit card (automatic),3819
Monthly,No,Electronic check,3820
Monthly,Yes,Credit card (automatic),3821
One Year,Yes,Mailed check,3822
Monthly,Yes,Credit card (automatic),3823
Monthly,No,Credit card (automatic),3824
Two year,No,Electronic check,3825
One Year,Yes,Electronic check,3826
Monthly,No,Electronic check,3827
One Year,Yes,Bank transfer (automatic),3828
Two year,Yes,Electronic check,3829
Two year,No,Electronic check,3830
Monthly,No,Mailed check,3831
Monthly,Yes,Mailed check,3832
Monthly,Yes,Electronic check,3833
Monthly,Yes,Credit card (automatic),3834
One Year,Yes,Mailed check,3835
One Year,Yes,Mailed check,3836
Monthly,No,Electronic check,3837
Monthly,No,Unknown,3838
Two year,Yes,Bank transfer (automatic),3839
Two year,Yes,Mailed check,3840
Monthly,Yes,Bank transfer (automatic),3841
Two year,No,Electronic check,3842
Monthly,Yes,Electronic check,3843
Monthly,No,Credit card (automatic),3844
Two year,Yes,Electronic check,3845
Two year,Yes,Electronic check,3846
Monthly,Yes,Bank transfer (automatic),3847
Two year,Yes,Electronic check,3848
One Year,Yes,Unknown,3849
One Year,Yes,Mailed check,3850
Two year,No,Electronic check,3851
Monthly,Yes,Mailed check,3852
One Year,Yes,Bank transfer (automatic),3853
Monthly,Yes,Mailed check,3854
Monthly,No,Electronic check,3855
Monthly,Yes,Credit card (automatic),3856
Monthly,Yes,Electronic check,3857
Monthly,Yes,Electronic check,3858
Monthly,No,Bank transfer (automatic),3859
Two year,Yes,Mailed check,3860
One Year,Yes,Electronic check,3861
One Year,Yes,Electronic check,3862
Monthly,No,Mailed check,3863
Monthly,No,Bank transfer (automatic),3864
Monthly,Yes,Credit card (automatic),3865
Monthly,No,Electronic check,3866
One Year,Yes,Electronic check,3867
Monthly,Yes,Electronic check,3868
One Year,No,Bank transfer (automatic),3869
One Year,No,Credit card (automatic),3870
Monthly,Yes,Bank transfer (automatic),3871
Monthly,Yes,Electronic check,3872
One Year,No,BANK TRANSFER,3873
Monthly,Yes,Mailed check,3874
Monthly,Yes,Credit card (automatic),3875
Monthly,Yes,Bank transfer (automatic),3876
Monthly,No,Electronic check,3877
Monthly,Yes,Mailed check,3878
Monthly,Yes,Electronic check,3879
Two year,Yes,Mailed check,3880
Monthly,Yes,Electronic check,3881
Two year,Yes,Electronic check,3882
Two year,No,Credit card (automatic),3883
Monthly,Yes,Electronic check,3884
Monthly,No,Credit card (automatic),3885
Two year,Yes,Credit card (automatic),3886
Monthly,Yes,Electronic check,3887
Monthly,No,Mailed check,3888
One Year,Yes,Mailed check,3889
One Year,Yes,Credit card (automatic),3890
Monthly,No,Bank transfer (automatic),3891
Monthly,Yes,Electronic check,3892
Monthly,Yes,Electronic check,3893
One Year,Yes,Electronic check,3894
Monthly,Yes,Credit card (automatic),3895
One Year,No,Credit card (automatic),3896
